num_repeat,rf,rfsut,rs,mr,ete_latency50,ete_latency_avg,ete_min,ete_1P,ete_5P,ete_10P,ete_90P,ete_95P,ete_99P,ete_max,ete_std,avg_first_step,avg_second_step,avg_third_step,med_first_step,med_second_step,med_third_step,throughput(MiB/s),throughput(ops)
1,3,100000,1024,30000,12952059,12998711,12784770,12786450.34,12788572.95,12810082.6,13246161.3,13313879.15,13332388.88,13358087,166674,854105,47,12144558,861955,31,12090038,0,966
2,1,10,1024,500,19158,21540,182,382.0,453.0,463.0,48493.4,53432.499999999985,59748.34,65910,18634,344,72,21123,352,70,18731,0,498
2,1,10,16384,500,18839,21593,214,386.0,441.0,475.0,49546.4,53841.0,60445.7,68383,19054,343,72,21176,358,69,18435,7,498
2,1,10,262144,500,12230,15666,761,820.33,859.0,873.0,37573.60000000001,41708.39999999999,47668.21000000001,54817,14660,450,168,15046,453,163,11634,77,308
2,1,10,1024,800,17719,19782,129,282.0,357.3000000000002,367.0,43841.8,49927.89999999998,58527.42,67688,16955,247,69,19464,256,68,17404,0,796
2,1,10,16384,800,17507,19974,154,303.0,378.0,386.0,45800.4,50088.099999999984,56203.7,65289,17641,252,73,19649,260,71,17176,12,795
2,1,10,262144,800,20830,23136,810,859.33,889.0,906.0,51374.90000000001,55724.049999999996,61365.380000000005,67229,19361,459,187,22489,461,182,20196,75,303
2,1,10,1024,1000,14251,16152,115,193.0,291.0,347.60000000000036,36478.00000000001,40622.399999999994,47353.32000000001,59759,14101,216,69,15866,242,68,13968,0,995
2,1,10,16384,1000,15010,17392,155,210.0,313.0,378.60000000000014,40462.799999999996,43795.7,47839.04,55128,15507,234,69,17088,257,69,14721,15,991
2,1,10,262144,1000,15610,18786,782,848.0,887.0,903.3,43986.100000000006,48663.4,54331.36000000001,60640,16915,456,172,18157,458,170,14957,76,305
2,1,10,1024,2000,5906,9310,92,101.0,104.0,107.0,20343.200000000004,23160.199999999924,83501.16,110020,13325,56,21,9233,54,20,5832,1,1974
2,1,10,16384,2000,68460,74506,115,126.0,134.0,145.9000000000001,160816.4,178034.84999999998,216677.87000000005,243753,61688,69,30,74407,64,22,68328,30,1946
2,1,10,262144,2000,20652,23115,752,863.33,899.0,916.0,51581.4,56174.25,60805.11,66171,19422,456,187,22471,460,182,20001,76,304
2,1,10,1024,3000,9894,22904,86,101.0,107.0,111.0,41821.60000000001,143760.1999999997,224092.26,256795,44782,49,24,22830,49,24,9818,2,2976
2,1,10,16384,3000,9840,20594,99,115.0,122.0,125.0,66896.4,111436.7,135009.72,147809,32205,58,22,20514,59,20,9756,46,2957
2,1,10,262144,3000,8265,13169,684,829.33,863.0,879.0,32425.800000000017,41812.799999999996,54283.16,62354,14036,460,183,12525,461,179,7628,75,303
2,1,10,1024,5000,596246,637598,488,595.37,650.0,681.0,1386024.3,1474878.3,1549765.52,1571901,511720,371,140,637086,376,137,595769,4,5001
2,1,10,16384,5000,15257,122943,211,443.98,585.0,741.0,432660.5,497996.25,540972.4,564997,172185,75898,25,47020,795,20,14449,78,5000
2,1,10,1024,6000,47241,116555,606,641.0,664.0,687.0,385688.0,447367.39999999997,510563.37,530349,150020,8229,117,108208,382,129,46537,5,5995
2,1,10,16384,6000,252288,285318,471,597.0,1002.95,1448.8000000000002,654278.9,703008.75,741180.07,757847,247260,166192,19,119106,4392,17,125117,92,5950
2,1,10,1024,8000,535653,573888,465534,473425.24,486273.30000000005,493340.8,736825.4,784020.5,828926.1399999997,838727,93775,51012,112,522763,389,122,520944,5,6126
2,1,10,16384,8000,609646,632205,461418,468706.47,476542.65,477360.9,846640.3,875421.4,897754.16,906583,140824,391951,14,240239,390388,13,217660,91,5840
2,1,10,1024,10000,1933661,1950693,1702658,1707051.66,1724345.55,1735819.1,2198779.8,2227997.4,2261925.69,2269087,165820,123465,96,1827131,617,84,1814105,4,4391
2,1,10,16384,10000,909540,918538,781556,786146.92,794658.9,803981.9,1052064.1,1069608.2,1081596.09,1089181,90436,675217,13,243307,678329,12,229160,87,5588
2,1,10,1024,15000,1060251,1065399,1025855,1038272.33,1041557.65,1044337.2,1092618.7,1095343.9499999997,1109038.01,1111083,18835,368156,47,697195,371616,32,686421,6,6670
2,1,10,16384,15000,1372787,1393335,1253468,1263564.61,1271472.65,1277811.6,1560311.1,1602932.0999999999,1608861.03,1610279,101536,973552,13,419768,978482,11,394604,68,4400
2,1,10,1024,18000,1297372,1263788,1164258,1167449.56,1171174.35,1174243.7,1334547.0,1354710.5999999999,1360941.6400000001,1364199,63925,532846,47,730894,538477,32,765389,6,6340
2,1,10,16384,18000,1362190,1376781,1285442,1293782.9,1297284.85,1303771.2,1475452.1,1492909.3,1510057.05,1512632,62560,1119615,13,257152,1126975,12,240150,75,4840
2,1,10000,1024,500,3094,7770,233,306.0,350.0,359.0,21962.4,24411.699999999997,27252.38,31059,8716,296,69,7404,325,66,2730,0,498
2,1,10000,16384,500,2791,8304,210,370.0,395.0,438.0,23817.4,26521.399999999998,29778.100000000002,37315,9482,339,76,7888,360,73,2374,7,498
2,1,10000,262144,500,917,4824,737,790.0,820.0,835.0,16154.300000000003,18773.849999999995,21157.210000000006,26254,6240,438,173,4212,447,164,285,77,309
2,1,10000,1024,800,393,5672,122,193.0,308.0,335.0,17790.20000000001,20771.299999999974,24522.06,35014,7290,235,72,5364,248,72,67,0,795
2,1,10000,16384,800,3453,8283,184,212.66,366.0,383.0,23353.799999999996,25953.99999999999,29460.660000000007,36492,9319,251,74,7956,261,73,3120,12,794
2,1,10000,262144,800,912,4523,694,787.33,822.0,844.0,15211.500000000015,17837.949999999997,21101.02,25759,5933,449,171,3901,456,162,282,76,307
2,1,10000,1024,1000,400,5618,117,182.0,279.0,294.0,17060.800000000003,19500.399999999994,24378.100000000002,34667,7017,225,70,5322,248,68,68,0,994
2,1,10000,16384,1000,1739,6985,123,206.66,291.0,324.0,20561.8,23813.699999999997,27283.68,32364,8312,229,67,6687,249,66,1434,15,994
2,1,10000,262144,1000,2550,8258,715,776.33,814.65,830.0,23156.5,25793.199999999997,29166.860000000004,32828,9090,412,173,7672,415,168,1907,77,310
2,1,10000,1024,2000,3688,8906,92,102.0,106.0,109.0,19534.4,28902.599999999977,78023.86,99772,14338,58,22,8825,56,20,3603,1,1973
2,1,10000,16384,2000,140,3746,110,121.0,124.0,126.0,13870.4,16218.699999999999,18738.34,23864,5651,66,25,3654,62,21,51,30,1983
2,1,10000,262144,2000,938,5499,754,823.33,858.0,875.0,17641.600000000006,20397.799999999996,24215.900000000005,29063,6935,458,195,4846,461,187,276,76,304
2,1,10000,1024,3000,115,4066,75,95.0,100.0,102.0,13742.200000000004,17679.699999999997,22874.100000000002,38904,6147,52,20,3993,52,19,41,2,2964
2,1,10000,16384,3000,137,3164,97,114.0,120.0,123.0,10793.199999999999,12339.0,13957.68,17990,4358,55,25,3083,56,22,55,46,2956
2,1,10000,262144,3000,956,6032,778,829.33,861.0,877.0,18694.5,21608.45,25438.870000000003,29917,7392,456,192,5384,459,187,287,76,304
2,1,100000,1024,5000,559434,603231,547,606.0,656.0,690.0,1334797.4,1445890.7,1533690.1300000001,1556340,502347,374,142,602714,375,138,558916,4,4999
2,1,100000,16384,5000,2489,99947,250,450.99,561.0,637.0,385059.7,454902.6,502457.4,523093,156120,71921,24,28001,785,20,1035,77,4988
2,1,100000,262144,5000,2820499,2812257,2750940,2753730.31,2759596.0,2767559.5,2830148.8,2832200.25,2835256.77,2837687,22176,882609,51,1929597,901465,49,1929345,244,979
2,1,100000,1024,6000,885,48459,580,625.0,662.0,679.0,210540.80000000057,278095.1,344382.35,358600,91468,8067,126,40266,387,134,273,5,6000
2,1,100000,16384,6000,1614293,1624369,1086191,1096530.92,1137497.9,1188130.4,2073500.8,2117668.0,2146214.63,2161836,320881,138979,19,1485370,1416,18,1570848,56,3632
2,1,100000,262144,6000,2769027,2762472,2644210,2652849.6,2670786.15,2696717.3,2830358.9,2839317.7,2856170.55,2859948,52785,823153,48,1939270,824149,47,1945263,248,995
2,1,100000,1024,8000,1999355,2002715,1574432,1581566.66,1611039.3,1644580.6,2373665.100000001,2428668.4,2477944.69,2490185,263073,60819,104,1941791,397,119,1998927,4,4116
2,1,100000,16384,8000,2442159,2444875,2114167,2119367.87,2138082.7,2167235.2,2734354.2,2770592.05,2789918.73,2807880,203310,431790,13,2013071,432743,12,2009135,46,2969
2,1,100000,262144,8000,2827748,2825640,2701458,2704607.53,2711432.65,2720487.7,2902850.6,2909276.1,2916663.1,2920895,61966,830831,49,1994760,829833,48,1997548,247,989
2,1,100000,1024,10000,548821,511316,300570,304229.88,312929.25,336071.8,668847.7,706375.7,738305.01,744154,119344,123236,93,387986,680,85,380503,7,8163
2,1,100000,16384,10000,859597,865021,730392,732869.95,739644.25,746759.4,1000848.0,1019562.0499999999,1028645.58,1039866,92991,642196,13,222811,647241,12,210812,88,5670
2,1,100000,262144,10000,1420777,1418270,1262024,1264840.12,1272318.75,1303262.7,1547147.2,1555830.9,1564284.69,1568447,88631,899197,50,519022,898353,50,522687,411,1645
2,1,100000,1024,15000,1019859,1010368,951399,953743.17,959790.8,966059.7,1039024.2,1046891.2,1053905.22,1056884,27808,427346,48,582973,433550,31,620176,6,6905
2,1,100000,16384,15000,2606832,2618907,2572104,2574202.89,2578525.9,2581355.2,2674295.0,2697490.6,2712125.71,2716514,35304,1000940,13,1617953,1003925,12,1603455,46,2957
2,1,100000,262144,15000,1420832,1397856,1236188,1239387.57,1246688.05,1272177.2,1501774.1,1510129.05,1517535.05,1521685,83236,862567,49,535239,859921,48,561198,420,1682
2,1,100000,1024,16000,2950386,2970108,2911595,2917947.25,2925638.0,2927821.8,3053564.4,3057257.25,3060313.83,3062024,43432,488050,45,2482011,493491,29,2456741,3,3502
2,1,100000,1024,17000,2581065,2582624,2534725,2541059.02,2546554.8,2550092.9,2622014.5,2630744.4,2655829.44,2658006,27289,469017,49,2113557,473050,36,2076388,3,3875
2,1,100000,1024,18000,1174427,1166365,1103040,1105647.56,1110678.95,1116286.0,1201662.1,1206256.45,1223703.54,1227071,29006,594154,45,572164,599399,29,563113,6,6791
2,1,100000,16384,18000,1345606,1393621,1294111,1297371.59,1304558.75,1307716.7,1518771.7,1520408.05,1523082.03,1525110,85263,1137044,12,256564,1142349,12,201615,75,4813
2,1,100000,1024,20000,1325115,1286650,1182644,1184363.95,1186373.95,1187848.9,1378959.3,1388972.05,1397669.61,1411471,75510,698422,56,588171,704486,40,627728,6,6424
2,1,100000,1024,25000,1293177,1287282,1137714,1140554.34,1143003.75,1155760.4,1393956.7,1419194.05,1432589.83,1436398,80838,718041,50,569190,723332,34,570300,6,6772
2,1,100000,1024,28000,1326753,1339791,1168560,1171532.95,1175268.75,1195987.4,1468823.2000000002,1506069.15,1577700.83,1582168,94858,804165,45,535580,809811,31,518649,6,6488
2,1,100000,1024,30000,2755928,2765846,2580375,2581444.9,2591201.6,2626114.3,2928325.3,2947935.15,3006770.83,3015899,104792,787101,55,1978688,791175,27,1963525,3,3855
2,3,10,1024,500,19427,22171,186,374.0,428.0,461.0,50762.0,55700.7,61545.8,75980,19500,327,72,21771,341,70,19032,0,498
2,3,10,16384,500,15852,19359,212,403.0,457.0,487.0,46305.799999999996,50576.099999999984,56705.82000000001,66286,18015,347,73,18938,358,71,15438,7,498
2,3,10,262144,500,1074062,1888913,765,842.66,884.0,925.0,5158169.100000001,5665394.1,6068058.59,6167755,2047787,451,189,1888272,455,167,1073420,76,306
2,3,10,1024,800,16541,18394,120,277.66,364.0,372.0,41051.0,45361.79999999999,50776.08,60481,15730,243,70,18080,254,69,16224,0,795
2,3,10,16384,800,17441,94326,159,288.0,376.0,395.0,48168.599999999984,765988.1999999987,1576450.4400000002,1776798,291392,236,79,94010,252,75,17132,12,794
2,3,10,262144,800,953708,1823913,803,869.33,910.65,949.0,5068691.000000001,5579841.149999999,6006030.32,6111355,2016437,459,207,1823246,462,191,953049,75,303
2,3,10,1024,1000,12017,14378,120,210.0,295.0,346.0,33297.4,38181.99999999997,47871.76,66145,13309,219,67,14090,240,67,11721,0,994
2,3,10,16384,1000,9221,320955,129,206.0,311.0,338.0,1574862.9999999998,2356816.999999999,2986718.6,3145460,746405,220,71,320663,244,69,8917,15,992
2,3,10,262144,1000,910726,1790349,796,864.0,895.0,927.0,5009681.700000001,5498372.649999999,5896088.79,5995402,1989994,464,193,1789691,465,182,910060,75,303
2,3,10,1024,2000,740559,1655489,89,101.0,106.0,700.2000000000007,4775304.600000001,5296834.7,5731780.62,5841238,1902093,52,22,1655414,51,19,740493,1,1974
2,3,10,16384,2000,3710436,3730197,337808,398626.66,658269.7000000001,975736.0,6521792.2,6880482.1,7184268.02,7254774,1999163,63,25,3730109,59,21,3710350,29,1895
2,3,10,262144,2000,1022730,1875930,797,871.33,902.65,936.0,5172631.500000001,5681346.85,6104429.05,6222008,2055145,461,219,1875249,463,200,1022080,75,300
2,3,10,1024,3000,5209309,5314736,2951704,2996349.44,3163394.0,3381234.6,7425228.800000001,7733765.699999999,7991910.98,8054559,1457932,51,23,5314660,52,19,5209236,2,2223
2,3,10,16384,3000,7360542,7398725,5563025,5594200.78,5733332.4,5907762.0,8982086.6,9190705.5,9361535.22,9397195,1116465,57,22,7398645,58,21,7360466,23,1492
2,3,10,262144,3000,741004,1680583,812,865.33,896.0,926.0,4813316.800000001,5313963.05,5732866.720000001,5863427,1915348,457,214,1679911,461,198,740333,75,301
2,3,10,1024,5000,10886551,10900207,10120612,10135940.6,10192837.0,10266470.0,11554478.0,11611904.0,11654962.0,11675118,465468,372,158,10899676,368,156,10885984,1,1043
2,3,10,16384,5000,11444308,11444194,10818985,10831400.35,10881837.0,10941154.8,11940392.6,11986692.6,12020385.53,12038055,362655,71332,25,11372836,715,20,11443812,12,779
2,3,10,1024,6000,11709519,11715237,11163189,11175063.66,11211119.9,11258714.3,12173750.2,12199755.35,12225059.01,12236019,333196,2515,138,11712583,383,140,11709023,0,996
2,3,10,16384,6000,11839309,11827163,11400078,11405204.0,11439541.0,11472700.0,12145167.0,12165387.0,12185982.0,12197428,244978,133424,19,11693718,1033,19,11706873,11,765
2,3,10,1024,8000,12422536,12408321,12110308,12117749.1,12149621.7,12171317.6,12594347.4,12603570.0,12613637.62,12621203,149099,47859,125,12360336,444,123,12395810,0,968
2,3,10,16384,8000,12264170,12259706,12066916,12072810.84,12085620.15,12102753.2,12394742.7,12403677.5,12411531.25,12415685,109536,346228,15,11913463,338638,13,11927003,11,750
2,3,10,1024,10000,12280023,12284087,12183619,12185662.0,12188806.3,12192087.6,12381258.5,12387873.4,12395403.34,12400088,71039,133703,101,12150281,618,86,12194568,0,986
2,3,10,16384,10000,12986704,12987847,12907945,12909977.74,12915499.55,12921305.7,13052150.1,13058536.7,13065947.85,13069905,48093,563082,13,12424751,571797,13,12428523,11,718
2,3,10,1024,15000,13424343,13396508,13036987,13086841.63,13131292.3,13196726.5,13568541.7,13586134.7,13604447.01,13613104,136462,420388,51,12976068,427243,34,12997073,0,919
2,3,10,16384,15000,12937336,12932342,12767528,12776288.66,12814186.85,12850696.8,12989256.9,13000215.0,13007054.29,13008856,50343,976180,13,11956149,984489,12,11955026,11,731
2,3,10,1024,18000,12939778,12932190,12717812,12721099.12,12756510.6,12798188.6,13041385.1,13062447.3,13069621.61,13072822,99190,577107,45,12355037,585713,30,12355568,0,965
2,3,10,16384,18000,13071312,13058334,12789149,12799910.0,12845746.0,12908014.0,13182510.0,13199202.0,13212855.0,13221780,99732,1034034,12,12024287,1046296,12,12027011,11,726
2,3,10000,1024,500,3939,8565,193,372.0,403.0,450.0,23621.800000000003,26272.399999999994,31382.34,35928,9467,331,69,8164,342,67,3535,0,498
2,3,10000,16384,500,2692,8239,158,399.0,448.0,475.0,23651.6,26454.499999999993,29581.74,36340,9404,351,72,7814,361,69,2253,7,498
2,3,10000,262144,500,266132,1416536,708,788.0,822.0,836.0,4331797.200000001,4861102.25,5274875.2700000005,5381719,1746907,415,185,1415935,411,170,265551,76,305
2,3,10000,1024,800,2138,7008,136,194.0,316.0,360.0,20209.800000000003,22585.0,26257.120000000003,33774,8129,236,70,6701,245,69,1815,0,796
2,3,10000,16384,800,2559,36174,160,228.0,369.0,386.0,24519.199999999997,76356.99999999872,896835.3600000002,1097569,142231,249,74,35850,258,70,2240,12,794
2,3,10000,262144,800,1642031,2145907,710,829.33,873.0,892.0,5359538.3,5833986.0,6121539.25,6227340,2109283,448,181,2145278,453,168,1641404,77,308
2,3,10000,1024,1000,390,5156,115,187.0,244.0,298.0,17257.0,19855.09999999999,23734.440000000002,29218,7007,219,68,4868,242,69,72,0,994
2,3,10000,16384,1000,8150,348310,123,208.66,297.0,329.0,1710290.7999999996,2495664.499999999,3115452.18,3271234,792877,214,66,348029,242,66,7837,15,992
2,3,10000,262144,1000,449626,1536289,800,850.33,889.0,909.0,4584364.000000001,5070185.95,5467049.2,5567161,1838281,461,208,1535619,465,198,448970,75,301
2,3,10000,1024,2000,12564,1114980,91,101.0,106.0,109.0,3857395.0000000005,4425517.299999999,4881937.36,4995008,1562702,54,22,1114903,52,20,12489,1,1978
2,3,10000,16384,2000,3577464,3605258,289061,355440.98,599311.9,911396.2000000001,6355857.0,6724074.1,7013523.98,7081191,1965699,62,27,3605167,61,23,3577379,29,1910
2,3,10000,262144,2000,597644,1602664,787,872.0,899.0,914.0,4647962.9,5133529.6,5557074.220000001,5661837,1865296,462,198,1602003,464,186,596975,75,303
2,3,10000,1024,3000,4079686,4185607,1610807,1658610.76,1827100.5,2036017.8,6549893.0,6896077.799999999,7168450.58,7237676,1636801,53,22,4185531,54,19,4079610,2,2516
2,3,10000,16384,3000,6320762,6353441,4302419,4341903.32,4494616.6,4684225.8,8087532.0,8311168.8,8495669.94,8543151,1228389,61,24,6353356,61,22,6320681,26,1679
2,3,10000,262144,3000,926861,1776192,757,818.33,853.0,878.0,4957262.800000001,5467024.25,5890924.76,6000507,1981851,451,188,1775552,458,170,926306,76,306
2,3,100000,1024,5000,10416392,10432640,9537158,9554681.66,9602072.65,9692910.3,11215146.600000001,11326416.7,11415648.68,11438278,551136,373,157,10432108,374,146,10415841,1,1092
2,3,100000,16384,5000,10860579,10855663,10151370,10165889.46,10217316.7,10287434.8,11446332.0,11501837.55,11556183.18,11582185,414570,63302,26,10792334,701,20,10860105,12,821
2,3,100000,262144,5000,12876156,12852658,12744827,12749244.51,12768311.85,12775616.6,12887922.1,12890221.65,12893573.84,12896906,41419,788940,51,12063667,805390,48,12082408,61,247
2,3,100000,1024,6000,10876703,10905593,10227909,10240377.1,10293862.5,10349977.5,11512886.5,11590785.0,11662884.55,11682109,419540,7395,140,10898058,385,146,10875987,1,1071
2,3,100000,16384,6000,11194952,11197621,10692647,10703648.49,10743152.0,10789279.8,11623509.3,11678712.25,11719475.25,11740445,300221,154736,24,11042860,2329,20,11108726,12,809
2,3,100000,262144,6000,12493722,12485710,12339270,12341973.14,12362404.7,12368855.3,12598257.5,12605105.8,12620339.05,12623933,80641,837344,51,11648314,838922,49,11655430,63,255
2,3,100000,1024,8000,11156352,11183060,10773196,10780670.52,10811766.8,10845371.6,11565855.4,11627979.5,11676442.1,11690765,261372,51464,115,11131479,402,121,11155743,1,1072
2,3,100000,16384,8000,11607209,11618631,11298778,11305704.47,11331354.5,11364745.5,11890125.5,11931592.5,11955751.32,11973099,193097,278407,16,11340207,251305,15,11338749,12,796
2,3,100000,262144,8000,12443619,12445530,12313165,12315821.58,12320324.65,12338800.3,12556076.1,12564070.15,12572546.76,12582754,79109,877060,50,11568419,875378,48,11568444,63,255
2,3,100000,1024,10000,11965753,11996121,11762160,11766868.74,11783662.7,11801038.7,12251410.700000001,12282684.05,12319488.3,12328482,165386,136023,95,11860002,625,82,11850135,0,1011
2,3,100000,16384,10000,12249130,12280658,12174327,12176591.95,12183091.75,12190822.0,12420774.4,12443675.75,12456823.36,12471010,86106,559017,13,11721627,565614,12,11683450,11,758
2,3,100000,262144,10000,13651591,13655612,13526811,13529525.99,13534711.05,13554992.6,13764643.1,13771027.75,13777828.35,13785729,76095,860866,52,12794692,858878,50,12793459,58,234
2,3,100000,1024,15000,12078962,12095372,12041242,12042890.35,12046431.75,12050338.0,12169323.5,12190795.0,12209855.2,12215434,46775,410240,47,11685084,412981,29,11659902,1,1027
2,3,100000,16384,15000,12696199,12680840,12561853,12564540.53,12586852.75,12602554.8,12722851.0,12728385.85,12736214.13,12738474,43608,996674,15,11684150,1007688,13,11691514,11,746
2,3,100000,262144,15000,12709429,12700334,12561168,12564684.6,12569844.1,12595453.6,12825192.7,12833211.05,12839341.72,12843067,83589,837310,48,11862975,839212,46,11871023,62,250
2,3,100000,1024,16000,12138628,12159875,12100471,12103443.78,12108422.85,12112409.9,12249775.1,12275498.15,12300484.22,12302238,52020,485303,53,11674518,490831,32,11635035,0,1015
2,3,100000,1024,17000,12106215,12137801,12062448,12066579.17,12071306.85,12076088.6,12245106.2,12294893.75,12300351.83,12323677,68732,525925,49,11611826,531251,32,11583691,0,1017
2,3,100000,1024,18000,12182054,12199440,12160675,12162421.56,12165436.85,12167554.0,12270827.2,12340610.1,12345878.05,12348735,45581,560804,52,11638584,566095,33,11604980,0,1019
2,3,100000,16384,18000,12500307,12500342,12473664,12482548.78,12485106.7,12486840.9,12519040.6,12525417.05,12527541.0,12529059,10952,1090184,14,11410143,1098069,13,11398483,11,764
2,3,100000,1024,20000,12251016,12266173,12189632,12191711.95,12194190.8,12196500.5,12369963.3,12391280.2,12411311.22,12414810,65463,616121,55,11649996,625285,33,11626590,0,1019
2,3,100000,1024,25000,12471577,12496108,12424762,12426537.17,12429155.75,12434114.6,12596079.3,12635554.15,12648574.83,12651823,64110,707749,47,11788311,714215,32,11756527,0,1011
2,3,100000,1024,28000,12576162,12634654,12486207,12488575.56,12493606.6,12496339.6,12824050.3,12842911.15,12873028.83,12877525,129183,749246,47,11885359,754923,32,11821933,0,999
2,3,100000,1024,30000,12833967,12869345,12681470,12682591.34,12684528.0,12687078.1,13116301.2,13160324.1,13200142.83,13204913,155868,845959,47,12023339,851723,29,11982119,0,977
